Designator,UI_Pin,UI_Token,EDB_Pin,Net,Source,Confidence
IC100,AN27,AN27,AN27,RL_ON_SOC,components_api,0.93
IC100,AN29,AN29,AN29,EB_WE_N,runtime_pin_display,0.96
IC100,AN29,AN29,AN29,EB_WE_N,components_api,0.93
IC100,AN3,AN3,AN3,HDMI2.1_2_D1_+_IM90,runtime_pin_display,0.96
IC100,AN3,AN3,AN3,HDMI2.1_2_D1_+_IM90,components_api,0.93
IC100,AN30,AN30,AN30,CAM_IREQ_N,runtime_pin_display,0.96
IC100,AN30,AN30,AN30,CAM_IREQ_N,components_api,0.93
IC100,AP1,AP1,AP1,HDMI2.1_2_D2_+_IM90,runtime_pin_display,0.96
IC100,AP1,AP1,AP1,HDMI2.1_2_D2_+_IM90,components_api,0.93
IC100,AP11,AP11,AP11,GND,runtime_pin_display,0.96
IC100,AP11,AP11,AP11,GND,components_api,0.93
IC100,AP13,AP13,AP13,GND,runtime_pin_display,0.96
IC100,AP13,AP13,AP13,GND,components_api,0.93
IC100,AP14,AP14,AP14,GND,runtime_pin_display,0.96
IC100,AP14,AP14,AP14,GND,components_api,0.93
IC100,AP15,AP15,AP15,GND,runtime_pin_display,0.96
IC100,AP15,AP15,AP15,GND,components_api,0.93
IC100,AP16,AP16,AP16,GND,runtime_pin_display,0.96
IC100,AP16,AP16,AP16,GND,components_api,0.93
IC100,AP17,AP17,AP17,GND,runtime_pin_display,0.96
IC100,AP17,AP17,AP17,GND,components_api,0.93
IC100,AP18,AP18,AP18,GND,runtime_pin_display,0.96
IC100,AP18,AP18,AP18,GND,components_api,0.93
IC100,AP20,AP20,AP20,GND,runtime_pin_display,0.96
IC100,AP20,AP20,AP20,GND,components_api,0.93
IC100,AP21,AP21,AP21,GND,runtime_pin_display,0.96
IC100,AP21,AP21,AP21,GND,components_api,0.93
IC100,AP22,AP22,AP22,GND,runtime_pin_display,0.96
IC100,AP22,AP22,AP22,GND,components_api,0.93
IC100,AP23,AP23,AP23,SOC_RX,runtime_pin_display,0.96
IC100,AP23,AP23,AP23,SOC_RX,components_api,0.93
IC100,AP25,AP25,AP25,GND,runtime_pin_display,0.96
IC100,AP25,AP25,AP25,GND,components_api,0.93
IC100,AP27,AP27,AP27,POWER_DET,runtime_pin_display,0.96
IC100,AP27,AP27,AP27,POWER_DET,components_api,0.93
IC100,AP29,AP29,AP29,EB_ADDR[8],runtime_pin_display,0.96
IC100,AP29,AP29,AP29,EB_ADDR[8],components_api,0.93
IC100,AP3,AP3,AP3,GND,runtime_pin_display,0.96
IC100,AP3,AP3,AP3,GND,components_api,0.93
IC100,AP30,AP30,AP30,EB_ADDR[13],runtime_pin_display,0.96
IC100,AP30,AP30,AP30,EB_ADDR[13],components_api,0.93
IC100,AP31,AP31,AP31,EB_ADDR[14],runtime_pin_display,0.96
IC100,AP31,AP31,AP31,EB_ADDR[14],components_api,0.93
IC100,AP4,AP4,AP4,GND,runtime_pin_display,0.96
IC100,AP4,AP4,AP4,GND,components_api,0.93
IC100,AP5,AP5,AP5,GND,runtime_pin_display,0.96
IC100,AP5,AP5,AP5,GND,components_api,0.93
IC100,AP6,AP6,AP6,GND,runtime_pin_display,0.96
IC100,AP6,AP6,AP6,GND,components_api,0.93
IC100,AP7,AP7,AP7,GND,runtime_pin_display,0.96
IC100,AP7,AP7,AP7,GND,components_api,0.93
IC100,AP8,AP8,AP8,GND,runtime_pin_display,0.96
IC100,AP8,AP8,AP8,GND,components_api,0.93
IC100,AP9,AP9,AP9,GND,runtime_pin_display,0.96
IC100,AP9,AP9,AP9,GND,components_api,0.93
IC100,AR10,AR10,AR10,GND,runtime_pin_display,0.96
IC100,AR10,AR10,AR10,GND,components_api,0.93
IC100,AR11,AR11,AR11,GND,runtime_pin_display,0.96
IC100,AR11,AR11,AR11,GND,components_api,0.93
IC100,AR12,AR12,AR12,HDMI2.0_4_D0_-_IM90,runtime_pin_display,0.96
IC100,AR12,AR12,AR12,HDMI2.0_4_D0_-_IM90,components_api,0.93
IC100,AR13,AR13,AR13,HDMI2.0_4_D0_+_IM90,runtime_pin_display,0.96
IC100,AR13,AR13,AR13,HDMI2.0_4_D0_+_IM90,components_api,0.93
IC100,AR14,AR14,AR14,GND,runtime_pin_display,0.96
IC100,AR14,AR14,AR14,GND,components_api,0.93
IC100,AR15,AR15,AR15,HDMI2.0_4_D1_-_IM90,runtime_pin_display,0.96
IC100,AR15,AR15,AR15,HDMI2.0_4_D1_-_IM90,components_api,0.93
IC100,AR16,AR16,AR16,HDMI2.0_4_D1_+_IM90,runtime_pin_display,0.96
IC100,AR16,AR16,AR16,HDMI2.0_4_D1_+_IM90,components_api,0.93
IC100,AR17,AR17,AR17,GND,runtime_pin_display,0.96
IC100,AR17,AR17,AR17,GND,components_api,0.93
IC100,AR18,AR18,AR18,GND,runtime_pin_display,0.96
IC100,AR18,AR18,AR18,GND,components_api,0.93
IC100,AR19,AR19,AR19,HDMI2.0_1_HPD,runtime_pin_display,0.96
IC100,AR19,AR19,AR19,HDMI2.0_1_HPD,components_api,0.93
IC100,AR2,AR2,AR2,USB2.0_1_DM_IM90,runtime_pin_display,0.96
IC100,AR2,AR2,AR2,USB2.0_1_DM_IM90,components_api,0.93
IC100,AR20,AR20,AR20,DDC_SDA_1,runtime_pin_display,0.96
IC100,AR20,AR20,AR20,DDC_SDA_1,components_api,0.93
IC100,AR21,AR21,AR21,HDMI2.1_2_5V_DET,runtime_pin_display,0.96
IC100,AR21,AR21,AR21,HDMI2.1_2_5V_DET,components_api,0.93
IC100,AR22,AR22,AR22,DDC_SCL_2,runtime_pin_display,0.96
IC100,AR22,AR22,AR22,DDC_SCL_2,components_api,0.93
IC100,AR23,AR23,AP22,GND,siw_coord_net,0.91
IC100,AR24,AR24,AR25,EB_DATA[3],siw_coord_only,0.72
IC100,AR25,AR25,AR25,EB_DATA[3],runtime_pin_display,0.96
IC100,AR25,AR25,AR25,EB_DATA[3],components_api,0.93
IC100,AR26,AR26,AR26,EB_DATA[5],runtime_pin_display,0.96
IC100,AR26,AR26,AR26,EB_DATA[5],components_api,0.93
IC100,AR27,AR27,AR27,_PCM_CE1,runtime_pin_display,0.96
IC100,AR27,AR27,AR27,_PCM_CE1,components_api,0.93
IC100,AR28,AR28,AR28,EB_OE_N,runtime_pin_display,0.96
IC100,AR28,AR28,AR28,EB_OE_N,components_api,0.93
IC100,AR30,AR30,AR30,EB_ADDR[11],runtime_pin_display,0.96
IC100,AR30,AR30,AR30,EB_ADDR[11],components_api,0.93
IC100,AR4,AR4,AR4,GND,runtime_pin_display,0.96
IC100,AR4,AR4,AR4,GND,components_api,0.93
IC100,AR5,AR5,AR5,HDMI2.0_1_D0_-_IM90,runtime_pin_display,0.96
IC100,AR5,AR5,AR5,HDMI2.0_1_D0_-_IM90,components_api,0.93
IC100,AR6,AR6,AR6,HDMI2.0_1_D0_+_IM90,runtime_pin_display,0.96
IC100,AR6,AR6,AR6,HDMI2.0_1_D0_+_IM90,components_api,0.93
IC100,AR7,AR7,AR7,GND,runtime_pin_display,0.96
IC100,AR7,AR7,AR7,GND,components_api,0.93
IC100,AR8,AR8,AR8,HDMI2.0_1_D1_-_IM90,runtime_pin_display,0.96
IC100,AR8,AR8,AR8,HDMI2.0_1_D1_-_IM90,components_api,0.93
IC100,AR9,AR9,AR9,HDMI2.0_1_D1_+_IM90,runtime_pin_display,0.96
IC100,AR9,AR9,AR9,HDMI2.0_1_D1_+_IM90,components_api,0.93
IC100,AT1,AT1,AT1,USB2.0_1_DP_IM90,runtime_pin_display,0.96
IC100,AT1,AT1,AT1,USB2.0_1_DP_IM90,components_api,0.93
IC100,AT11,AT11,AT11,GND,runtime_pin_display,0.96
IC100,AT11,AT11,AT11,GND,components_api,0.93
IC100,AT12,AT12,AT12,GND,runtime_pin_display,0.96
IC100,AT12,AT12,AT12,GND,components_api,0.93
IC100,AT16,AT16,AT16,GND,runtime_pin_display,0.96
IC100,AT16,AT16,AT16,GND,components_api,0.93
IC100,AT18,AT18,AT18,GND,runtime_pin_display,0.96
IC100,AT18,AT18,AT18,GND,components_api,0.93
IC100,AT19,AT19,AT19,GND,runtime_pin_display,0.96
IC100,AT19,AT19,AT19,GND,components_api,0.93
IC100,AT20,AT20,AT20,HDMI2.0_1_5V_DET,runtime_pin_display,0.96
IC100,AT20,AT20,AT20,HDMI2.0_1_5V_DET,components_api,0.93
IC100,AT21,AT21,AT21,HDMI2.1_2_HPD,runtime_pin_display,0.96
IC100,AT21,AT21,AT21,HDMI2.1_2_HPD,components_api,0.93
IC100,AT22,AT22,AT22,DDC_SDA_2,runtime_pin_display,0.96
IC100,AT22,AT22,AT22,DDC_SDA_2,components_api,0.93
IC100,AT23,AT23,AT23,HW_CEC,runtime_pin_display,0.96
IC100,AT23,AT23,AT23,HW_CEC,components_api,0.93
IC100,AT24,AT24,AT23,HW_CEC,siw_coord_only,0.72
IC100,AT25,AT25,AT25,CAM_CD1_N,runtime_pin_display,0.96
IC100,AT25,AT25,AT25,CAM_CD1_N,components_api,0.93
IC100,AT26,AT26,AT26,EB_DATA[4],runtime_pin_display,0.96
IC100,AT26,AT26,AT26,EB_DATA[4],components_api,0.93
IC100,AT27,AT27,AT27,EB_DATA[7],runtime_pin_display,0.96
IC100,AT27,AT27,AT27,EB_DATA[7],components_api,0.93
IC100,AT28,AT28,AT28,EB_ADDR[10],runtime_pin_display,0.96
IC100,AT28,AT28,AT28,EB_ADDR[10],components_api,0.93
IC100,AT29,AT29,AT29,EB_BE_N1,runtime_pin_display,0.96
IC100,AT29,AT29,AT29,EB_BE_N1,components_api,0.93
IC100,AT3,AT3,AT3,EARC_P_SOC_IM100,runtime_pin_display,0.96
IC100,AT3,AT3,AT3,EARC_P_SOC_IM100,components_api,0.93
IC100,AT31,AT31,AT31,EB_ADDR[9],runtime_pin_display,0.96
IC100,AT31,AT31,AT31,EB_ADDR[9],components_api,0.93
IC100,AT4,AT4,AT4,GND,runtime_pin_display,0.96
IC100,AT4,AT4,AT4,GND,components_api,0.93
IC100,AT5,AT5,AT5,GND,runtime_pin_display,0.96
IC100,AT5,AT5,AT5,GND,components_api,0.93
IC100,AT9,AT9,AT9,GND,runtime_pin_display,0.96
IC100,AT9,AT9,AT9,GND,components_api,0.93
IC100,AU10,AU10,AU10,HDMI2.0_1_D2_+_IM90,runtime_pin_display,0.96
IC100,AU10,AU10,AU10,HDMI2.0_1_D2_+_IM90,components_api,0.93
IC100,AU11,AU11,AU11,HDMI2.0_4_CK_-_IM90,runtime_pin_display,0.96
IC100,AU11,AU11,AU11,HDMI2.0_4_CK_-_IM90,components_api,0.93
IC100,AU12,AU12,AU12,HDMI2.0_4_CK_+_IM90,runtime_pin_display,0.96
IC100,AU12,AU12,AU12,HDMI2.0_4_CK_+_IM90,components_api,0.93
IC100,AU16,AU16,AU16,HDMI2.0_4_D2_-_IM90,runtime_pin_display,0.96
IC100,AU16,AU16,AU16,HDMI2.0_4_D2_-_IM90,components_api,0.93
IC100,AU17,AU17,AU17,HDMI2.0_4_D2_+_IM90,runtime_pin_display,0.96
IC100,AU17,AU17,AU17,HDMI2.0_4_D2_+_IM90,components_api,0.93
IC100,AU18,AU18,AU18,GND,runtime_pin_display,0.96
IC100,AU18,AU18,AU18,GND,components_api,0.93
IC100,AU19,AU19,AU19,SIGN006323,runtime_pin_display,0.96
IC100,AU19,AU19,AU19,SIGN006323,components_api,0.93
IC100,AU2,AU2,AU2,EARC_N_SOC_IM100,runtime_pin_display,0.96
IC100,AU2,AU2,AU2,EARC_N_SOC_IM100,components_api,0.93
IC100,AU21,AU21,AU21,DDC_SCL_1,runtime_pin_display,0.96
IC100,AU21,AU21,AU21,DDC_SCL_1,components_api,0.93
IC100,AU23,AU23,AU25,GND,siw_coord_net,0.91
IC100,AU25,AU25,AU25,GND,runtime_pin_display,0.96
IC100,AU25,AU25,AU25,GND,components_api,0.93
IC100,AU27,AU27,AU27,EB_DATA[6],runtime_pin_display,0.96
IC100,AU27,AU27,AU27,EB_DATA[6],components_api,0.93
IC100,AU30,AU30,AU30,EB_BE_N0,runtime_pin_display,0.96
IC100,AU30,AU30,AU30,EB_BE_N0,components_api,0.93
IC100,AU4,AU4,AU4,HDMI2.0_1_CK_-_IM90,runtime_pin_display,0.96
IC100,AU4,AU4,AU4,HDMI2.0_1_CK_-_IM90,components_api,0.93
IC100,AU5,AU5,AU5,HDMI2.0_1_CK_+_IM90,runtime_pin_display,0.96
IC100,AU5,AU5,AU5,HDMI2.0_1_CK_+_IM90,components_api,0.93
IC100,AU9,AU9,AU9,HDMI2.0_1_D2_-_IM90,runtime_pin_display,0.96
IC100,AU9,AU9,AU9,HDMI2.0_1_D2_-_IM90,components_api,0.93
IC100,B1,B1,B1,EPHY_TD_P_IM100,runtime_pin_display,0.96
IC100,B1,B1,B1,EPHY_TD_P_IM100,components_api,0.93
IC100,B10,B10,B10,TX_N_1_IM100,runtime_pin_display,0.96
IC100,B10,B10,B10,TX_N_1_IM100,components_api,0.93
IC100,B11,B11,B11,TX_N_2_IM100,runtime_pin_display,0.96
IC100,B11,B11,B11,TX_N_2_IM100,components_api,0.93
IC100,B12,B12,B12,GND,runtime_pin_display,0.96
IC100,B12,B12,B12,GND,components_api,0.93
IC100,B13,B13,B13,GND,runtime_pin_display,0.96
IC100,B13,B13,B13,GND,components_api,0.93
IC100,B14,B14,B14,TX_P_4_IM100,runtime_pin_display,0.96
IC100,B14,B14,B14,TX_P_4_IM100,components_api,0.93
IC100,B15,B15,B15,TX_P_5_IM100,runtime_pin_display,0.96
IC100,B15,B15,B15,TX_P_5_IM100,components_api,0.93
IC100,B16,B16,B16,TX_N_6_IM100,runtime_pin_display,0.96
IC100,B16,B16,B16,TX_N_6_IM100,components_api,0.93
IC100,B17,B17,B17,TX_N_7_IM100,runtime_pin_display,0.96
IC100,B17,B17,B17,TX_N_7_IM100,components_api,0.93
IC100,B18,B18,B18,GND,runtime_pin_display,0.96
IC100,B18,B18,B18,GND,components_api,0.93
IC100,B19,B19,B19,GND,runtime_pin_display,0.96
IC100,B19,B19,B19,GND,components_api,0.93
IC100,B20,B20,B20,TX_P_9_IM100,runtime_pin_display,0.96
IC100,B20,B20,B20,TX_P_9_IM100,components_api,0.93
IC100,B21,B21,B21,TX_P_10_IM100,runtime_pin_display,0.96
IC100,B21,B21,B21,TX_P_10_IM100,components_api,0.93
IC100,B22,B22,B22,TX_N_11_IM100,runtime_pin_display,0.96
IC100,B22,B22,B22,TX_N_11_IM100,components_api,0.93
IC100,B23,B23,B23,TX_N_12_IM100,runtime_pin_display,0.96
IC100,B23,B23,B23,TX_N_12_IM100,components_api,0.93
IC100,B24,B24,B24,GND,runtime_pin_display,0.96
IC100,B24,B24,B24,GND,components_api,0.93
IC100,B25,B25,B25,GND,runtime_pin_display,0.96
IC100,B25,B25,B25,GND,components_api,0.93
IC100,B26,B26,B26,TX_P_14_IM100,runtime_pin_display,0.96
IC100,B26,B26,B26,TX_P_14_IM100,components_api,0.93
IC100,B27,B27,B27,TX_P_15_IM100,runtime_pin_display,0.96
IC100,B27,B27,B27,TX_P_15_IM100,components_api,0.93
IC100,B28,B28,B28,SIGN003116,runtime_pin_display,0.96
IC100,B28,B28,B28,SIGN003116,components_api,0.93
IC100,B29,B29,D27,GND,siw_coord_net,0.86
IC100,B3,B3,B3,_PQ_BYPASS_DISABLE,runtime_pin_display,0.96
IC100,B3,B3,B3,_PQ_BYPASS_DISABLE,components_api,0.93
IC100,B31,B31,D27,GND,siw_coord_net,0.86
IC100,B4,B4,B4,SIGN001633,runtime_pin_display,0.96
IC100,B4,B4,B4,SIGN001633,components_api,0.93
IC100,B5,B5,B5,I2S_AMP,runtime_pin_display,0.96
IC100,B5,B5,B5,I2S_AMP,components_api,0.93
IC100,B6,B6,B6,I2C_SDA_3,runtime_pin_display,0.96
IC100,B6,B6,B6,I2C_SDA_3,components_api,0.93
IC100,B7,B7,B7,EPI_FCIC_CS,runtime_pin_display,0.96
IC100,B7,B7,B7,EPI_FCIC_CS,components_api,0.93
IC100,B8,B8,B8,EPI_FCIC_MOSI,runtime_pin_display,0.96
IC100,B8,B8,B8,EPI_FCIC_MOSI,components_api,0.93
IC100,B9,B9,B9,TX_P_0_IM100,runtime_pin_display,0.96
IC100,B9,B9,B9,TX_P_0_IM100,components_api,0.93
IC100,C10,C10,C10,GND,runtime_pin_display,0.96
IC100,C10,C10,C10,GND,components_api,0.93
IC100,C11,C11,C11,GND,runtime_pin_display,0.96
IC100,C11,C11,C11,GND,components_api,0.93
IC100,C12,C12,C12,TX_P_2_IM100,runtime_pin_display,0.96
IC100,C12,C12,C12,TX_P_2_IM100,components_api,0.93
IC100,C13,C13,C13,TX_P_3_IM100,runtime_pin_display,0.96
IC100,C13,C13,C13,TX_P_3_IM100,components_api,0.93
IC100,C14,C14,C14,TX_N_4_IM100,runtime_pin_display,0.96
IC100,C14,C14,C14,TX_N_4_IM100,components_api,0.93
IC100,C15,C15,C15,TX_N_5_IM100,runtime_pin_display,0.96
IC100,C15,C15,C15,TX_N_5_IM100,components_api,0.93
IC100,C16,C16,C16,GND,runtime_pin_display,0.96
IC100,C16,C16,C16,GND,components_api,0.93
IC100,C17,C17,C17,GND,runtime_pin_display,0.96
IC100,C17,C17,C17,GND,components_api,0.93
IC100,C18,C18,C18,TX_P_7_IM100,runtime_pin_display,0.96
IC100,C18,C18,C18,TX_P_7_IM100,components_api,0.93
IC100,C19,C19,C19,TX_P_8_IM100,runtime_pin_display,0.96
IC100,C19,C19,C19,TX_P_8_IM100,components_api,0.93
IC100,C2,C2,C2,EPHY_RD_N_IM100,runtime_pin_display,0.96
IC100,C2,C2,C2,EPHY_RD_N_IM100,components_api,0.93
IC100,C20,C20,C20,TX_N_9_IM100,runtime_pin_display,0.96
IC100,C20,C20,C20,TX_N_9_IM100,components_api,0.93
IC100,C21,C21,C21,TX_N_10_IM100,runtime_pin_display,0.96
IC100,C21,C21,C21,TX_N_10_IM100,components_api,0.93
IC100,C22,C22,C22,GND,runtime_pin_display,0.96
IC100,C22,C22,C22,GND,components_api,0.93
IC100,C23,C23,C23,GND,runtime_pin_display,0.96
IC100,C23,C23,C23,GND,components_api,0.93
IC100,C24,C24,C24,TX_P_12_IM100,runtime_pin_display,0.96
IC100,C24,C24,C24,TX_P_12_IM100,components_api,0.93
IC100,C25,C25,C25,TX_P_13_IM100,runtime_pin_display,0.96
IC100,C25,C25,C25,TX_P_13_IM100,components_api,0.93
IC100,C26,C26,C26,TX_N_14_IM100,runtime_pin_display,0.96
IC100,C26,C26,C26,TX_N_14_IM100,components_api,0.93
IC100,C27,C27,C27,TX_N_15_IM100,runtime_pin_display,0.96
IC100,C27,C27,C27,TX_N_15_IM100,components_api,0.93
IC100,C30,C30,C30,+VREF_SOC,runtime_pin_display,0.96
IC100,C30,C30,C30,+VREF_SOC,components_api,0.93
IC100,C4,C4,C4,SIGN001630,runtime_pin_display,0.96
IC100,C4,C4,C4,SIGN001630,components_api,0.93
IC100,C5,C5,C5,SIGN001666,runtime_pin_display,0.96
IC100,C5,C5,C5,SIGN001666,components_api,0.93
IC100,C6,C6,C6,I2C_SCL_3,runtime_pin_display,0.96
IC100,C6,C6,C6,I2C_SCL_3,components_api,0.93
IC100,C7,C7,C7,EPI_FCIC_MISO,runtime_pin_display,0.96
IC100,C7,C7,C7,EPI_FCIC_MISO,components_api,0.93
IC100,C8,C8,C8,EPI_FCIC_CLK,runtime_pin_display,0.96
IC100,C8,C8,C8,EPI_FCIC_CLK,components_api,0.93
IC100,C9,C9,C9,TX_N_0_IM100,runtime_pin_display,0.96
IC100,C9,C9,C9,TX_N_0_IM100,components_api,0.93
IC100,D2,D2,D2,GND,runtime_pin_display,0.96
IC100,D2,D2,D2,GND,components_api,0.93
IC100,D22,D22,D22,GND,runtime_pin_display,0.96
IC100,D22,D22,D22,GND,components_api,0.93
IC100,D25,D25,D25,GND,runtime_pin_display,0.96
IC100,D25,D25,D25,GND,components_api,0.93
IC100,D26,D26,D26,GND,runtime_pin_display,0.96
IC100,D26,D26,D26,GND,components_api,0.93
IC100,D27,D27,D27,GND,runtime_pin_display,0.96
IC100,D27,D27,D27,GND,components_api,0.93
IC100,D3,D3,D3,EPHY_RD_P_IM100,runtime_pin_display,0.96
IC100,D3,D3,D3,EPHY_RD_P_IM100,components_api,0.93
IC100,D30,D30,F31,+1.2V_DDR,siw_coord_net,0.91
IC100,D31,D31,F31,+1.2V_DDR,siw_coord_net,0.91
IC100,E1,E1,E1,WIFI_USB2.0_DM_IM90,runtime_pin_display,0.96
IC100,E1,E1,E1,WIFI_USB2.0_DM_IM90,components_api,0.93
IC100,E10,E10,E10,EPI_EO,runtime_pin_display,0.96
IC100,E10,E10,E10,EPI_EO,components_api,0.93
IC100,E2,E2,E2,USB2.0_2_DP_IM90,runtime_pin_display,0.96
IC100,E2,E2,E2,USB2.0_2_DP_IM90,components_api,0.93
IC100,E29,E29,F31,+1.2V_DDR,siw_coord_net,0.91
IC100,E3,E3,E3,USB2.0_2_DM_IM90,runtime_pin_display,0.96
IC100,E3,E3,E3,USB2.0_2_DM_IM90,components_api,0.93
IC100,E30,E30,F31,+1.2V_DDR,siw_coord_net,0.91
IC100,E31,E31,F31,+1.2V_DDR,siw_coord_net,0.91
IC100,E4,E4,E4,EPI_GCLK,runtime_pin_display,0.96
IC100,E4,E4,E4,EPI_GCLK,components_api,0.93
IC100,E5,E5,E5,EPI_MCLK,runtime_pin_display,0.96
IC100,E5,E5,E5,EPI_MCLK,components_api,0.93
IC100,E6,E6,E6,TCON_OD_CTL,runtime_pin_display,0.96
IC100,E6,E6,E6,TCON_OD_CTL,components_api,0.93
IC100,E7,E7,E7,LNB_PWR_SEL,runtime_pin_display,0.96
IC100,E7,E7,E7,LNB_PWR_SEL,components_api,0.93
IC100,E8,E8,E8,UART1_RTS,runtime_pin_display,0.96
IC100,E8,E8,E8,UART1_RTS,components_api,0.93
IC100,E9,E9,E9,UART1_CTS,runtime_pin_display,0.96
IC100,E9,E9,E9,UART1_CTS,components_api,0.93
IC100,F18,F18,F18,GND,runtime_pin_display,0.96
IC100,F18,F18,F18,GND,components_api,0.93
IC100,F2,F2,F2,GND,runtime_pin_display,0.96
IC100,F2,F2,F2,GND,components_api,0.93
IC100,F20,F20,F20,GND,runtime_pin_display,0.96
IC100,F20,F20,F20,GND,components_api,0.93
IC100,F27,F27,F27,SIGN004218,runtime_pin_display,0.96
IC100,F27,F27,F27,SIGN004218,components_api,0.93
IC100,F28,F28,H27,GND,siw_coord_net,0.91
IC100,F29,F29,F31,+1.2V_DDR,siw_coord_net,0.91
IC100,F3,F3,F3,WIFI_USB2.0_DP_IM90,runtime_pin_display,0.96
IC100,F3,F3,F3,WIFI_USB2.0_DP_IM90,components_api,0.93
IC100,F30,F30,F31,+1.2V_DDR,siw_coord_net,0.91
IC100,F31,F31,F31,+1.2V_DDR,runtime_pin_display,0.96
IC100,F31,F31,F31,+1.2V_DDR,components_api,0.93
IC100,F5,F5,F5,PWM_DIM1,runtime_pin_display,0.96
IC100,F5,F5,F5,PWM_DIM1,components_api,0.93
IC100,F7,F7,F7,PWM_DIM2,runtime_pin_display,0.96
IC100,F7,F7,F7,PWM_DIM2,components_api,0.93
IC100,F9,F9,F9,EPI_VST,runtime_pin_display,0.96
IC100,F9,F9,F9,EPI_VST,components_api,0.93
IC100,G1,G1,G1,ZUKEN_DUMMY,runtime_pin_display,0.96
IC100,G1,G1,G1,ZUKEN_DUMMY,components_api,0.93
IC100,G2,G2,G2,SIGN006400,runtime_pin_display,0.96
IC100,G2,G2,G2,SIGN006400,components_api,0.93
IC100,G29,G29,J29,GND,siw_coord_net,0.91
IC100,G3,G3,G3,SIGN006412,runtime_pin_display,0.96
IC100,G3,G3,G3,SIGN006412,components_api,0.93
IC100,G30,G30,H31,GND,siw_coord_net,0.91
IC100,G31,G31,G31,+2.5V_DDR4_VPP,runtime_pin_display,0.96
IC100,G31,G31,G31,+2.5V_DDR4_VPP,components_api,0.93
IC100,G4,G4,G4,LOCK_IN,runtime_pin_display,0.96
IC100,G4,G4,G4,LOCK_IN,components_api,0.93
IC100,G5,G5,G5,GP14,runtime_pin_display,0.96
IC100,G5,G5,G5,GP14,components_api,0.93
IC100,G6,G6,G6,UART1_TX,runtime_pin_display,0.96
IC100,G6,G6,G6,UART1_TX,components_api,0.93
IC100,G7,G7,G7,UART1_RX,runtime_pin_display,0.96
IC100,G7,G7,G7,UART1_RX,components_api,0.93
IC100,G8,G8,G8,L_DIM_M0_VS_OLED_QSM_EN,runtime_pin_display,0.96
IC100,G8,G8,G8,L_DIM_M0_VS_OLED_QSM_EN,components_api,0.93
IC100,G9,G9,G9,L_DIM_M0_MOSI_1_OLED_DPC_CTL,runtime_pin_display,0.96
IC100,G9,G9,G9,L_DIM_M0_MOSI_1_OLED_DPC_CTL,components_api,0.93
IC100,H18,H18,H18,GND,runtime_pin_display,0.96
IC100,H18,H18,H18,GND,components_api,0.93
IC100,H2,H2,H2,ZUKEN_DUMMY,runtime_pin_display,0.96
IC100,H2,H2,H2,ZUKEN_DUMMY,components_api,0.93
IC100,H27,H27,H27,GND,runtime_pin_display,0.96
IC100,H27,H27,H27,GND,components_api,0.93
IC100,H29,H29,J29,GND,siw_coord_net,0.91
IC100,H3,H3,H3,ZUKEN_DUMMY,runtime_pin_display,0.96
IC100,H3,H3,H3,ZUKEN_DUMMY,components_api,0.93
IC100,H30,H30,J30,GND,siw_coord_net,0.91
IC100,H31,H31,H31,GND,runtime_pin_display,0.96
IC100,H31,H31,H31,GND,components_api,0.93
IC100,J1,J1,J1,SIGN00615,runtime_pin_display,0.96
IC100,J1,J1,J1,SIGN00615,components_api,0.93
IC100,J2,J2,J2,AUDA_OUTL,runtime_pin_display,0.96
IC100,J2,J2,J2,AUDA_OUTL,components_api,0.93
IC100,J26,J26,J26,GND,runtime_pin_display,0.96
IC100,J26,J26,J26,GND,components_api,0.93
IC100,J28,J28,J28,GND,runtime_pin_display,0.96
IC100,J28,J28,J28,GND,components_api,0.93
IC100,J29,J29,J29,GND,runtime_pin_display,0.96
IC100,J29,J29,J29,GND,components_api,0.93
IC100,J3,J3,J3,AUDA_OUTR,runtime_pin_display,0.96
IC100,J3,J3,J3,AUDA_OUTR,components_api,0.93
IC100,J30,J30,J30,GND,runtime_pin_display,0.96
IC100,J30,J30,J30,GND,components_api,0.93
IC100,J31,J31,J31,GND,runtime_pin_display,0.96
IC100,J31,J31,J31,GND,components_api,0.93
IC100,J4,J4,J4,GND,runtime_pin_display,0.96
IC100,J4,J4,J4,GND,components_api,0.93
IC100,J5,J5,J5,GND,runtime_pin_display,0.96
IC100,J5,J5,J5,GND,components_api,0.93
IC100,J6,J6,J6,GND,runtime_pin_display,0.96
IC100,J6,J6,J6,GND,components_api,0.93
IC100,J7,J7,J7,L_DIM_M0_SCLK_OLED_TCON_FW,runtime_pin_display,0.96
IC100,J7,J7,J7,L_DIM_M0_SCLK_OLED_TCON_FW,components_api,0.93
IC100,J9,J9,J9,SIGN006504,runtime_pin_display,0.96
IC100,J9,J9,J9,SIGN006504,components_api,0.93
IC100,K11,K11,M9,GND,siw_coord_net,0.86
IC100,K12,K12,K13,+D1V0,siw_coord_net,0.91
IC100,K13,K13,K13,+D1V0,runtime_pin_display,0.96
IC100,K13,K13,K13,+D1V0,components_api,0.93
IC100,K14,K14,K14,+D1V0,runtime_pin_display,0.96
IC100,K14,K14,K14,+D1V0,components_api,0.93
IC100,K16,K16,K16,GND,runtime_pin_display,0.96
IC100,K16,K16,K16,GND,components_api,0.93
IC100,K2,K2,K2,SIGN006396,runtime_pin_display,0.96
IC100,K2,K2,K2,SIGN006396,components_api,0.93
